eqId,runId,optId,D,OA,TO,xmax,ymax,zmax,tmax,fpSize,addsLup,subsLup,multsLup,divsLup,readsLup,writesLup,ldMats,immediateMats,nThreads,duration (s)
10,1,3,3,4,2,64,64,64,16,8,14,0,16,0,11,1,0,1,1,0.09376
10,1,3,1,2,0,2.56e+05,0,0,16,8,2,0,4,0,4,1,1,1,1,0.008182
10,1,3,2,2,0,512,512,0,16,8,4,0,6,0,8,1,1,1,1,0.02091
10,1,3,3,2,0,64,64,64,16,8,6,0,8,0,12,1,1,1,1,0.03765
10,1,3,1,4,0,2.56e+05,0,0,16,8,4,0,6,0,6,1,1,1,1,0.01571
10,1,3,2,4,0,512,512,0,16,8,8,0,10,0,14,1,1,1,1,0.02915
10,1,3,3,4,0,64,64,64,16,8,12,0,14,0,22,1,1,1,1,0.1015
10,1,3,1,2,1,2.56e+05,0,0,16,8,3,0,5,0,5,1,1,1,1,0.00866
10,1,3,2,2,1,512,512,0,16,8,5,0,7,0,9,1,1,1,1,0.01949
10,1,3,3,2,1,64,64,64,16,8,7,0,9,0,13,1,1,1,1,0.02943
10,1,3,1,4,1,2.56e+05,0,0,16,8,5,0,7,0,7,1,1,1,1,0.01572
10,1,3,2,4,1,512,512,0,16,8,9,0,11,0,15,1,1,1,1,0.05324
10,1,3,3,4,1,64,64,64,16,8,13,0,15,0,23,1,1,1,1,0.2706
10,1,3,1,2,2,2.56e+05,0,0,16,8,4,0,6,0,6,1,1,1,1,0.01123
10,1,3,2,2,2,512,512,0,16,8,6,0,8,0,10,1,1,1,1,0.02579
10,1,3,3,2,2,64,64,64,16,8,8,0,10,0,14,1,1,1,1,0.05159
10,1,3,1,4,2,2.56e+05,0,0,16,8,6,0,8,0,8,1,1,1,1,0.01798
10,1,3,2,4,2,512,512,0,16,8,10,0,12,0,16,1,1,1,1,0.06181
10,1,3,3,4,2,64,64,64,16,8,14,0,16,0,24,1,1,1,1,0.1136
